queue,priority_rank,priority,track,source_dataset,chamber_id,start_datetime,end_datetime,track_score,management_score,environment_score,tier,reason,recommended_action,environment_temp_policy,environment_temp_label,environment_temp_action
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp4:penB3.4,2022-12-06,2022-12-06 23:59:59,1.2,0.6,0.3,high,policy:cctv_focus rule: management: feed_drop | environment: nh3_high,"NH3 농도, 분뇨 상태, 환기 상태 확인",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-09-28,2021-09-28 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-09-28,2021-09-28 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-10-05,2021-10-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-05,2021-10-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-10-05,2021-10-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-10-05,2021-10-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA2.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-10-08,2021-10-08 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-10-12,2021-10-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-10-12,2021-10-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-12,2021-10-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-10-12,2021-10-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-10-15,2021-10-15 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-15,2021-10-15 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-10-15,2021-10-15 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-10-15,2021-10-15 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-10-22,2021-10-22 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-22,2021-10-22 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-10-22,2021-10-22 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-10-22,2021-10-22 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-10-22,2021-10-22 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-10-26,2021-10-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-10-26,2021-10-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-10-26,2021-10-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-10-29,2021-10-29 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-10-29,2021-10-29 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-10-29,2021-10-29 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-02,2021-11-02 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-02,2021-11-02 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-11-02,2021-11-02 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-02,2021-11-02 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-05,2021-11-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-05,2021-11-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-11-05,2021-11-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-11-05,2021-11-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-11-05,2021-11-05 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB3.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-09,2021-11-09 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-12,2021-11-12 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA2.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB3.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD2.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-16,2021-11-16 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB3.2,2021-11-19,2021-11-19 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-19,2021-11-19 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-19,2021-11-19 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-11-19,2021-11-19 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-19,2021-11-19 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA2.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC3.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penD3.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF2.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penF3.2,2021-11-23,2021-11-23 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA2.2,2021-11-26,2021-11-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penA3.2,2021-11-26,2021-11-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB2.2,2021-11-26,2021-11-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penB3.2,2021-11-26,2021-11-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
environment,2,high,clearfarm_rule_policy,ClearFarm,clearfarm:exp2:penC2.2,2021-11-26,2021-11-26 23:59:59,0.8999999999999999,0.0,0.8999999999999999,medium,"policy:caution rule: environment: co2_high,nh3_high","환기량 증대, CO2/NH3 센서 재확인, 분뇨/환기 설비 점검",normal,정상 범위,온도 기준 이상 없음
